Partnumber,Package,Value,Tolerance
8909015763,13 mm x 11.5 mm x 1.2 mm,SDINFDQ6-256G-ZA,
8902903403,,10nF,5%
8900132093,0805,1.65k,1%
8900214343,0204,3.83k,2%
1270CD6373,,undefined,
8900433273,0414,681R,1%
8909B02503,6x6.4,4.7uH,
8909008353,QFN48,88Q2112,
8902822093,,68nF,5%
8900467033,0309,21.5R,2%
8900467034,0309,22.1R,2%
8900214344,0204,3.92k,2%
8909B02504,,,
8909008354,VFBGA86 6.0 x 6.0mm,DA14691,
8900433274,0414,698R,1%
8902903404,,15nF,5%
8900132094,HY_0603,4.7R,5%
8928310394,2.5 x 2.0 x 0.7 mm,12.28MHz,
8909015764,THT,BCK3501-1353,
8900132095,HY_0603,100k,1%
8902955445,,680nF,20%
8902903405,,22nF,5%
8900467035,0309,22.6R,2%
8909B02505,,HS-DFW-Trafo Dai,
8909015765,0805,4.02k,1%
8900433275,0414,715R,1%
8905502625,1206,2.2uF,10%
8909011295,TQFN40,MPQ2967GQKTE-020,
8900214345,0204,4.02k,2%
1BOND0125,,,
8909008355,VQFN(20),TCAN4550RGYRQ1,
8900214346,0204,4.12k,2%
8909015766,11.5mm x 13.0mm x 1.2mm,HN8T15DJHQX109R,
8900132096,HY_0603,301R,1%
8909008356,Radial Can - SMD,680uF,20%
8905502626,HY_FUER-HYBRID-SG,UG15BA-STEP,
8900433276,0414,732R,1%
8909011296,"eWLB, 0.5mm pitch",RXS8162PLD,
8909B02506,3225,24MHz,15ppm
8900467036,0309,23.2R,2%
8902903406,,33nF,5%
8902822097,,100nF,5%
8900467037,0309,23.7R,2%
8902903407,,47nF,5%
8900433277,0414,750R,1%
1270AC2077,,undefined,
8900132097,HY_0603,332R,1%
8900214347,0204,4.22k,2%
8909015767,13x11.5x1.2mm,KLUEG4RHVF-B0EQx,
8638802397,,FH28-40S-0.5SH (,
8909011297,SOT23,NSVBC817H-40LT1G,
8909B02507,,RTL9000AA-VB,
8900679350,0207,43.2k,2%
8900635590,0204,84.5k,2%
1267379750,QFP44,CG985,
8928310398,SMD,,
8902903408,,68nF,5%
8909B03980,0402,7.6pF,0.1one
8900214348,0204,4.32k,2%
8900420220,0414,2.2R,5%
1270AC2078,,undefined,
8909015768,13x11.5x1.2mm,KLUDG2RHVF-B0EQx,
8900433278,0414,768R,1%
8909B02508,BGA80,AR0233 BGA80,
1270C11310,,undefined,
8909B01870,48-pin VQFN Package,DP83XG710-Q1,
0273300168,SOIC (PM10),SMP480,
8905510160,S-PQFP-G64,TMS320F28035PAGQ,
1270017068,,054595,
8900467038,0309,24.3R,2%
8909011298,QFN18,LTC3311JV#WTRPBF,
8900679351,0207,44.2k,2%
1036901891,SOT23-5,TPS3824-33,
1267379751,QFP44,CG987,
8900635591,0204,86.6k,2%
8900420221,0414,22R,5%
8909B0570601,SOP-J8,BM2LE250FJ-C,
8909011299,PPAK SO-8L,SQJ152ELP-T2_GE3,
8905502629,TSOP5,NCP301LSN18T1,
8900467039,0309,24.9R,2%
8909B03981,0402,7.8pF,0.1one
890900875801,LFPAK56,BUK9Y1R9-40H,
8909B01871,TO-263-7pin-SHL,VA0519,
8909B0683001,2 x 1.6 x 0.5mm,40MHz,40ppm
8902955449,,1uF,20%
8909008359,F61 (6.3 x 5.8),47uF,20%
1270017069,,284697,
8909B02509,CSP80,OX3A CSP80,
0272230591,HIQUAD64,CY317 (RB),
8909B0715201,FCBGA,DS160PT801ACBT,
8900214349,0204,4.42k,2%
8905505661,0805,15nF,10%
8900433279,0414,787R,1%
8905510161,PG-DSO-14-40 EP,BTS5030-2EKA,
8909015769,0402,BLM15GA750SZ1,
8909B0690301,96-pin LGA: 26.0 x 16.0 x 2.2 mm,SARA-R520M10-02B,
8902903409,,100nF,5%
8909B01872,10x16,470uF,20%
8900679352,0207,45.3k,2%
8900420222,0414,220R,5%
8900635592,0204,88.7k,2%
8905501192,SPULE,T0583-51-01,
8905510162,0805,100k(NTC),3%
0272230592,HIQUAD64,CY317 (STM),
1267379752,QFP44,CG989,
8905505663,,680uF,20%
8900679353,0207,46.4k,2%
8900420223,0414,2.2k,5%
8905510163,EHP16,67.6uH,
8900635593,0204,90.9k,2%
8909B01873,LQFP176,D2_65nm_IFX_LQFP,
8909B03983,0402,8pF,0.1one
1267379753,HIQUAD64,CJ930B,
8902838853,,1.5nF,20%
8900635594,0204,93.1k,2%
8905510164,,22uH,
8900679354,0207,47.5k,2%
8909B01874,LQFP176,D2_55nm_ST_LQFP1,
1036901894,GEHAEUSE,EDV15 (AL9908093,
8909B03984,0402,8.2pF,0.1one
8900420224,0414,22k,5%
8905510165,,22uH,
1267379755,QFP44,CG977 C,
8909B03985,0402,8.5pF,0.1one
0272230595,PSO36,CJ910D (RB),
8900679355,0207,48.7k,2%
8900635595,0204,95.3k,2%
8902997025,,47nF,20%
8909B01875,0603,0.5R,50%
8905501195,0402,422k,1%
8909012715,SOT-23 (6),REF35300,
1036901895,GEHAEUSE,EVD15 (AL9908091,
8905505665,SSOP20,R5F21284KSP,
8900420225,0414,220k,5%
8900420226,0414,2.2M,5%
8905510166,,10nF,10%
8909B01876,0603,0.2m,50%
8909012716,PG-TSDSO-14,BTG7090-1EPL,
8900679356,0207,49.9k,2%
8905505666,0603,29.4k,1%
8900635596,0204,97.6k,2%
8905510167,P-DSO-14-30,TLE4267GM,
8900420227,0414,22M,5%
8909B01877,0603,33nH,
8900679357,0207,51.1k,2%
0272230597,HIQUAD64,CJ930 (RB),
8902838857,,2.2nF,20%
8909012717,Power PAK 8x8 (LFPAK88),SQJQ142E_T2_GE3,
8900679358,0207,52.3k,2%
8905505668,PG-DSO-8-19,BSP742R,
8905510168,SOT23-5,TSV911IYLT,
8905502610,PSSO24,L9929XP,
8900433260,0414,499R,1%
8900214330,0204,2.74k,2%
8909009090,0402,46.4R,1%
8900467020,0309,15.8R,2%
8900500100,0617,1R,2%
1270AC2080,,undefined,
8905501198,SPULE,1800uH,
8905131030,0805,12k,1%
8909015750,0402,20k,0.1%
8909B01878,0603,120nH,
3284486838,,STECKERLEISTE,
8909011300,,3.3uH,
0272230598,HIQUAD64,CJ930 (STM-AG1),
8905509940,D2PAK,ISL9V5036S3ST_SN,
8900500101,0617,10R,2%
8900433261,0414,511R,1%
8900214331,0204,2.8k,2%
8900467021,0309,16.2R,2%
8909012719,LGA,UGKZDA2001A,
8909B0527401,,100uF,20%
8909B0085401,TSSOP14,NCV7383,
890901415201,PSSO36,L9959U,
1034486179,,ML 91+56P,
8909009091,0402,68.1R,1%
8909B0555201,1206,22uF,20%
8900131901,0603,169R,1%
8909015751,7.2x7.2,330uH,
8909B0759301,SOW-8,NSI1316-Q1SWVR,
8905501199,0402,15R,1%
8909011301,,100uH,
8905502611,LQFP80,MC68HC912D60CVFU,
890013272401,1206,33.2R,1%
8905510169,LQFP-64,TLE8242-2L,
8900679359,0207,53.6k,2%
890901474101,SFVA784,XAVE2202-1LLQSFV,
8909B01879,SOIC-8,NCV47711DAJR2G,
1035001202,,undefined,
8900433262,0414,523R,1%
8909011302,VQFN3x2mm,TPS62811QWRWYRQ1,
8905205182,,T70F400EFC,
8905509942,FUER-PCB,40000kHz,
8900214332,0204,2.87k,2%
0273142422,DFN18,SMI970,
8900500102,0617,100R,2%
8900467022,0309,16.5R,2%
8909B0085402,TSSOP14,NCV7383,
8909009092,0402,100R,1%
8909015752,0805,6.04k,1%
890013272402,1206,33.2R,1%
8909011303,VQFN3x2mm,TPS62812QWRWYRQ1,
8900131903,0603,2.74R,1%
0273142423,CLCC16 8x8,SMU300,
8902955433,,220nF,20%
8900500103,0617,1k,2%
8900214333,0204,2.94k,2%
8900467023,0309,16.9R,2%
8900433263,0414,536R,1%
8909009093,MSOP powerPad,UCC27524A1QDGNRQ,
8909015753,0805,6.04k,1%
8905502613,HIQUAD64,CJ730AA-STEP,
8900500104,0617,10k,2%
1270AC2084,,IMSA-10128B-***-,
8900467024,0309,17.4R,2%
8900433264,0414,549R,1%
8900131904,0603,4.64R,1%
0273142424,LGA 8x8,SMI980,
8900214334,0204,3.01k,2%
8905502614,P-TQFP-64-8,SAK-C164CM-4EF-A,
8909009094,0402,332R,1%
8909011304,VQFN3x2mm,TPS62816QWRWYRQ1,
8900467025,0309,17.8R,2%
8900433265,0414,562R,1%
1267369565,10x10,5.6uH,
8900131905,0603,169R,1%
8900214335,0204,3.09k,2%
1270AC2085,,IMSA-10128S-***-,
8900500105,0617,100k,2%
8909011305,0805,4.7uF,10%
0273142425,LGA 8x8,SMI956,
1267345205,SIP15,U940 6` VORMONT.,
8900467026,0309,18.2R,2%
1270AC2086,,undefined,
8909011306,H*PSOF8L,NVBLS1D1N08H,
1034420606,,undefined,
1270E33036,,undefined,
8900433266,0414,576R,1%
8900214336,0204,3.16k,2%
8900500106,0617,1M,2%
1267369566,3.2x1.2x2.5 mm,2.2uH,
8905205186,,T171F400EFC,
8909009096,0402,562R,1%
1267369567,"11,2 x 10,3 x 5,4",,
8900433267,0414,590R,1%
8900500107,0617,10M,2%
8909011307,SOD128,PDZVTF5.1B,
8900467027,0309,18.7R,2%
8909009097,0402,1k,1%
1270E33037,,undefined,
0273142427,LGA 8x8,SMI956,
8900214337,0204,3.24k,2%
8905509947,0805,10M,1%
8909015757,SO-8,VNLD5160TR-E,
8902955437,,330nF,20%
1267379780,SOIC8,AUIRS2124STR,
8900467028,0309,19.1R,2%
1270E33038,,undefined,
8909011308,0201,10nF,10%
8905505650,TQFP100EP,CS940AASTEP,
8909015758,21mm x 35.65 x 14.6 mm,EVR8D-L 50A,
1034486180,,ML 3x56P,
1270C60448,,24pin direct PCB,
8900461740,0414,28R,2%
8909012780,QFN20,BD868F6MUF-CE2,
8909B01860,HWQFN64 8x8,tbd,
8900433268,0414,604R,1%
8909B03970,0402,5.4pF,0.1one
8905509948,0402,33k,1%
8900214338,0204,3.32k,2%
1267369568,7.7x7.2x5.2 mm,4.7uH,
0273142428,LGA 8x8,SMI956,
0281D01168,,0281D01168,
8909009098,0402,2.15k,1%
8900425430,0414,4.3R,5%
1034486181,,undefined,
8900439101,0719,10R,2%
8909B03971,0402,5.6pF,0.1one
8909B0626201,BGA292,SR6P3C4,
8905502619,HIQUAD64,CL211AA,
8905505651,HY_FUER-HYBRID-SG,CS940AASTEP,
8900425431,0414,43R,5%
8900131909,HY_0603,160k,5%
8909009099,0402,2.61k,1%
1267369569,7x7,10uH,
1270C60449,,9827B-40Y-GFA-1,
8909B0413101,LFPAK4,NVMYS4D6N04CLTWG,
8900635601,0204,100k,2%
8909B0599301,QFN19,MP8017GL-Z,
8905509949,0603,240k,1%
8909011309,6.1mm x 5.1mm,680pF,10%
8905501201,,8MHz,0.5%
1270E14051,,234832,
890900877901,0402,21.5R,1%
8909015759,THT,HL35E2263DT-HF,
890901674401,0603,10nF,10%
8900214339,0204,3.4k,2%
8909B0717901,"7067 (17,8 X 17 X 10,2)",,
8900461741,0414,28.7R,2%
8909012781,VQFN22,TPS650312-Q1 3MP,
8900467029,0309,19.6R,2%
0281C01761,,undefined,
1267379781,SOIC8,undefined,
1270AC196001,,WtB-Connector 8/,
8900433269,0414,619R,1%
3330A3003602,,Federkontakt,
1034486182,,undefined,
8909B03972,0402,5.8pF,0.1one
8900635602,0204,102k,2%
8901026092,,47R,5%
1267379782,SO14,MCZ33897CEF,
8905501202,LQFP144,MC9S12XD256MFV,
8900425432,0414,430R,5%
8900439102,0719,100R,2%
8909012782,VQFN22,TPS650312-Q1 8MP,
8900461742,0414,29.4R,2%
8905501203,SMD,150uF,20%
8900439103,0719,1k,2%
8900425433,0414,4.3k,5%
8909B03973,0402,6.2pF,0.1one
8909B01863,HVQFN56,tbd,
1267379783,TO263,SBLB25L30CT1HM3,
8909012783,54-Pin LGA,undefined,
8900635603,0204,105k,2%
3284486823,,26pol+54pol ML m,
8900461743,0414,30.1R,2%
8900461744,0414,30.9R,2%
8900635604,0204,107k,2%
8909B01864,198 pin SMT module,undefined,
8909B03974,0402,6.5pF,0.1one
8909012784,,VT-22171,
8900439104,0719,10k,2%
1267379784,SO8,CF160,
8900425434,0414,43k,5%
8909B01865,,,
1267379785,HIQUAD64,CJ840C,
8900461745,0414,31.6R,2%
8900425435,0414,430k,5%
8905501205,0402,1nF,10%
8905510155,D2PAK,ISL9V5036S3ST_SN,
8909B03975,0402,6.8pF,0.1one
8900635605,0204,110k,2%
8900439105,0719,100k,2%
8903481505,,22uF,100%
8902218246,,180pF,10%
8900461746,0414,32.4R,2%
8909B01866,16.6x23,3uH,
8900439106,0719,1M,2%
1270E11786,,Klemmrand TCU2-9,
1484482006,Geometrie fehlt,STIFTLEISTE DEUT,
8900425436,0414,4.3M,5%
8909B03976,0402,7pF,0.1one
8905510156,,4MHz,
8638803226,,BOS-LT12BH4211,
8909012786,HTSSOP (28),LM5176QPWPRQ1,
8905501206,0402,1.5nF,10%
8900635606,0204,113k,2%
8909B03977,0402,7.2pF,0.1one
8905501207,0402,4.7nF,10%
8900439107,0719,10M,2%
1267379787,QFP44,CG989,
8909B01867,HLSSOP42,tbd,
8900461747,0414,33.2R,2%
8900635607,0204,115k,2%
8905510157,SO8,KMZ60,
8909012787,17.15x17.15x7.0mm,1uH,
8900433250,0414,392R,1%
3BOND0300,,,
8900635608,0204,118k,2%
1034486188,,0281C01557,
8909012788,2512,0.001R,1%
8900430470,0414,4.7R,5%
8909B03978,0402,7.4pF,0.1one
8900467010,0309,12.4R,2%
8909000900,LQFP176,MPC57XX,
8900214320,0204,2.15k,2%
2BOND0400,,,
8905509930,DPAK,FDD5810_SN00097,
8900461748,0414,34R,2%
8905501208,0402,6.8nF,10%
8900433251,0414,402R,1%
8900430471,0414,47R,5%
1267379789,TSSOP8,M95160-WDW4TP/SC,
8900635609,0204,121k,2%
8900214321,0204,2.21k,2%
1034486189,,2pin ERNI MaxiBr,
8909000901,LQFP144,SPC574K (D2-ST-e,
8905501209,0402,10nF,10%
890901122701,H*PSOF8L,NVBLS1D1N08H,
8909003504TA,BGA292,R7F701327EABG#YJ,
890900800101,2016,2.2uH,
8905510159,S-PQFP-G80,TMS320F28035PNQ,
8909B03979,0402,7.5pF,0.1one
8905509931,D2PAK,HUF76419S3ST_SN0,
890900903701,0603,825R,1%
8902955421,,68nF,20%
1270016439,,undefined,
8900467011,0309,12.7R,2%
8905502681,HY_0402,2k,1%
8909B01869,9 mm x 9 mm 64-pin QFN package with e-Pad,I210,
8900461749,0414,34.8R,2%
8909012789,SC-70 (5),SN74LVC1G17QDCKR,
8909003505E1,LQFP144,R7F701331EAFP#YK,
890900885601,0805HP,33R,1%
8900214322,0204,2.26k,2%
8905509932,DPAK,HUF76629D3ST_SN0,
8900433252,0414,412R,1%
1270CD6352,,D4S20H-40M,
8900430472,0414,470R,5%
8909000902,HY_FUER-HYBRID-SG,WH-167HFX_SINGLE,
8900467012,0309,13R,2%
8900433253,0414,422R,1%
8900467013,0309,13.3R,2%
8905509933,TO220,HUF76633P3_SN000,
8905421313,DO35,ZPD22,
8900214323,0204,2.32k,2%
8909000903,HY_FUER-HYBRID-SG,WH-167HFX_TRIPLE,
8900430473,0414,4.7k,5%
1267369553,THT,HT30H512DT-HF,
8905502683,SO8,M95640-MN3TP/P,
1267369554,1.0x0.5x0.5 mm,MPZ1005S121ETD25,
8900433254,0414,432R,1%
8900467014,0309,13.7R,2%
8905509934,D2PAK,HUF76633S3ST_SN0,
8909000904,0603,1nF,5%
8900430474,0414,47k,5%
8900214324,0204,2.37k,2%
8900430475,0414,470k,5%
8900467015,0309,14R,2%
8900214325,0204,2.43k,2%
8902955425,,100nF,20%
8905131025,DO13,BYY34,
8905502685,SO20,L9904TR-S(US4803,
8905509935,D2PAK,HUFA76639S3ST_SN,
8909000905,0603,1.5nF,5%
8900433255,0414,442R,1%
8900433256,0414,453R,1%
8905509936,D2PAK,HUF76645S3ST_SN0,
8905502686,PSO20,L9935(U475),
8900214326,0204,2.49k,2%
1267369556,3225,100uH,
8900467016,0309,14.3R,2%
0273142376,BGA56,SMI750.9,
8909000906,0603,2.2nF,5%
8900430476,0414,4.7M,5%
8900214327,0204,2.55k,2%
8905502687,PMDS (SOD-106/SMA),RB160L-60,
0273142377,LGA16,SMI240,
8905509937,TO220,HUFA76407P3_SN00,
8900430477,0414,47M,5%
8900433257,0414,464R,1%
8909000907,0603,3.3nF,5%
8900467017,0309,14.7R,2%
1267369557,5.0 x 3.0 x 5.5 mm,3.3uH,
8909B01850,SOT1220,PMPB55XNEA,
8900467018,0309,15R,2%
8905502688,LQFP48,MC68HC908GR32AVF,
8909000908,0603,4.7nF,5%
1270E05500,,Leistungsmodul U,
8905205178,TO220,S1010NH,
8900200390,0204,3.9R,5%
8905509938,DPAK,ISL9V3040D3ST_SN,
8909012770,0402,1.9pF,0.1one
8909B03960,SO-8,LMV762Q-Q1,
8905422790,SOT23,BZX84-C13/DG/B2,
1267379770,SO24,CG974B,
0273142378,LGA16,SMI270,
8900433258,0414,475R,1%
8900461730,0414,22.1R,2%
1267369558,"7,7 x 7,2 x 5,5 mm*",6.8uH,
8900214328,0204,2.61k,2%
890550912901,SOIC16,ISO7241CQDWRQ1,
8909B0769101,"RGY (VQFN, 19)",LM5190RGYR,
8902955429,,150nF,20%
8900467019,0309,15.4R,2%
8900433259,0414,487R,1%
8900461731,0414,22.6R,2%
0273142379,,SMI970,
1032AB0161,0204,4.75k,1%
890901305901,13 x 4 x 9,1nF,10%
8909B0537201,,,
8902218231,,180pF,10%
8909B0501401,VQFN-16,74AVC4T245QRGYRQ,
1036901871,GEHAEUSE,HALLER-SM GEBOHR,
0265Y6378101,,undefined,
8905509939,D2PAK,ISL9V3040S3ST_SN,
8909B0628901,PG-TDSO-14,BTT6020-1ERA,
8900200391,0204,39R,5%
8905502689,SO32WB,MC33689E,
8900214329,0204,2.67k,2%
8909B0501402,VQFN-16,74AVC4T245QRGYRQ,
1036901872,GEHAEUSE,HALLER-SM GESTAN,
3284486812,,ELO STECKSYSTEM,
8900461732,0414,23.2R,2%
8909B03962,0402,2.4pF,0.1one
8903407312,,100uF,50%
1267379772,QFP44,CG985,
8900200392,0204,390R,5%
0274B0182903,BGA 7x7,SMI700 AB-Si,
8900461733,0414,23.7R,2%
1036901873,GEHAEUSE,HALLER-SM GEBOHR,
1270E14063,,,
8909B03963,0402,2.6pF,0.1one
8900200393,0204,3.9k,5%
8905422794,SOT23,BZX84B3V3/DG/B2,
8900200394,0204,39k,5%
3284486814,,Messerleiste kom,
8909B03964,0402,2.8pF,0.1one
8900461734,0414,24.3R,2%
8903407314,,470uF,50%
8900200395,0204,390k,5%
1267379775,TSSOP16,SN74HC4851QPWRRB,
8909B03965,0402,3pF,0.1one
8900461735,0414,24.9R,2%
1267379776,SO8,LM2904D,
8900461736,0414,25.5R,2%
8909B03966,0402,3.2pF,0.1one
8900200396,0204,3.9M,5%
3284486816,,22+5pol. Messerl,
8905422797,SOT23,BZX84-B5V1/DG/B2,
8909B01857,Geometric Fehlt,Klemmrand,
8909012777,QFN20,NCV92310 3MP,
8900461737,0414,26.1R,2%
3284486817,,64pol. Messerlei,
8909B03967,0402,4.8uF,0.1one
1267379777,TSSOP8,LM2904WYPT,
8900200397,0204,39M,5%
8909B01858,,VA0560,
8909B03968,0402,5pF,0.1one
8909001640,SOT323,2SA1576U3HZGT106,
8900653130,0922,1.3R,5%
8900214310,0204,1.69k,2%
8902984310,,33nF,10%
8909012778,QFN20,NCV92310 8MP,
3284486818,,96pol ML mit Ein,
8900444130,0933,1.3R,5%
0273142380,,SMG910,
8905422798,SOT23,BZX84-B5V6/DG/B2,
8900461738,0414,26.7R,2%
1267379778,TSSOP8,LM2903YPT,
8900467080,0309,66.5R,2%
8905509920,0603,6.81k,1%
8902001840,0805,680pF,5%
8909010591,DO-214AB (SMC),3KSMC6.5A TG HE3,
890901201401,TQFP100,RAA252013HFT,
8905502671,SO8,M95040-MN3TP/S,
8909B01859,,VA0561,
890901237201,TSSOP28-EP,MLX83100LGO,
1270E3983701,,undefined,
8905509921,SOT223,TLE4274GSV33,
8900214311,0204,1.74k,2%
0273141009,SO16W,SMB460,
0273142381,,SMI900,
8900653131,0922,13R,5%
890900153001,0805,147R,1%
8902001841,0805,820pF,5%
8900467081,0309,68.1R,2%
8909012779,QFN20,BD868F4MUF-CE2,
8909B03969,0402,5.2pF,0.1one
8900461739,0414,27.4R,2%
0265CR389701,"11,52x1,85mm",DF40TC-50DP-0.4V,
890550733701,0603,422k,1%
1267369581,"6 x 6 x 4,5 mm*",10uH,
8905422799,SOT23,BZX84-B6V2/DG/B2,
8928310361,2.0x0.7x1.6 mm,27MHz,
8909001641,TSSOP8,TPS2812PWR,
8900444131,0933,13R,5%
890901201402,TQFP100,RAA252013HFT,
8905509922,HY_FUER-HYBRID-SG,WZ-57_WMK_HFJ_5.,
8900444132,0933,130R,5%
1267369582,"6 x 6 x 4,5 mm*",22uH,
8900214312,0204,1.78k,2%
8902001842,0805,1nF,5%
0273142382,,SMU300,
8909010592,DO-214AB (SMC),3KSMC8.5A TG HE3,
8900653132,0922,130R,5%
8900467082,0309,69.8R,2%
8905502672,SO8,M95040-MN3T/S,
8909001642,,ACTC6R6A16C,
8900444133,0933,1.3k,5%
0273142383,,SMI980,
8902955413,,33nF,20%
8905502673,SO8,M95080-MN3TP/S,
1267369583,,HT26E1401ST,
8909001643,80QFP,MC9S12XEQ384J3VA,
8900653133,0922,1.3k,5%
8900467083,0309,71.5R,2%
8909010593,DO-214AB (SMC),3KSMC16A TG HE3,
2284477623,,Flexverbinder 8p,
8900214313,0204,1.82k,2%
8905509923,D2PAK,FDB24AN06LA0_SN0,
8905502674,HY_FUER-HYBRID-SG,M95080-SW22/125,
8900653134,0922,13k,5%
1267369584,,HT15U1446ST,
1270017094,,TMM-105-06-L-D-S,
8905509924,D2PAK,FDB3672_SN00091,
8900467084,0309,73.2R,2%
8900214314,0204,1.87k,2%
8909010594,TSOP -6,SZTVS4201MR6T1G,
8909001644,Radial,2200uF,20%
0273142384,,SMI956,
8900444134,0933,13k,5%
2284477625,,"AK 1,2mm 16Pol",
1270C60425,,9687S-40B-GFA,
8909010595,SBVA484,XAZU2EG-1SBVA484,
8900214315,0204,1.91k,2%
8900653135,0922,130k,5%
1272B00175,,undefined,
8900444135,0933,130k,5%
8909001645,Radial,680uF,20%
8900467085,0309,75R,2%
8905502675,SO8,M95160-MN3TP/S,
8909001646,Radial,1800uF,20%
2284477626,,undefined,
8900214316,0204,1.96k,2%
8900444136,0933,1.3M,5%
1267369586,0805,,
0273142386,BGA 7x7,SMI860,
8900467086,0309,76.8R,2%
8902001846,0805,1pF,9999%
8928310366,3.2x1.2x2.5 mm,100MHz,
8909010596,TQFN-32,MAX96714FGTJ/VY+,
8900653136,0922,1.3M,5%
8905502676,SO8,M95320-MN3TP/P,
1270AC2066,,undefined,
8909010597,VQFN-48,O917A181TRGZRQ1,
8900467087,0309,78.7R,2%
8902001847,0805,1.2pF,10%
1267369587,2.09x1.42x1.53 mm,820nH,
8909001647,Radial,680uF,20%
8905509927,DPAK,FDD14AN06LA0_SN0,
0273142387,BGA 7x7,SMG810,
8905502677,SO8,M95640-WMN3T/P,
8902955417,,47nF,20%
86388E4087,,2317525-1,
8900214317,0204,2k,2%
2284477627,,undefined,
8900653137,0922,13M,5%
8900444137,0933,13M,5%
8900214318,0204,2.05k,2%
8909001648,Radial,2200uF,20%
8900467088,0309,80.6R,2%
8909012760,HY_,5000R(NTC),1%
1267369588,,3.3uH,
1270017098,,244839,
8909B03950,"7x6,9x4,8 mm",1.5uH,
8902001848,0805,1.5pF,10%
8900228240,0207,64.9k,2%
8900461720,0414,17.4R,2%
8900420270,0414,2.7R,5%
8909010598,0805,10pF,5%
8900228241,0207,68.1k,2%
86388E4089,,7225-4366-30,
2284477629,,806-650-502-41_0,
8902001849,0805,1.8pF,10%
8900461721,0414,17.8R,2%
8909B03951,,,
8909B0735601,,MPQ73350GQJTE001,
8909001649,Radial,680uF,20%
8905422801,SOT23,BZX84B7V5/DG/B2,
8905421389,DO35,OF752,
8900467089,0309,82.5R,2%
8900214319,0204,2.1k,2%
0272230501,SO28,CG980,
8909B0495201,TFBGA478,88Q5192,
1270017099,,244838,
8905509929,DPAK,FDD24AN06LA0_SN0,
8909B0623401,SOT-23,TSM24CA-Q1,
8909012761,SSOP16,HAR3930GU-4100,
8900420271,0414,27R,5%
8909B0707801,1206,11CFB 800mA R08B,
8909B0651201,"BQB (WQFN, 16)",TXV0106QWBQBRQ1,
8909B0495202,TFBGA478,88Q5192-B0-DGG2A,
8900420272,0414,270R,5%
1034486162,,,
8902218222,,180pF,20%
8900228242,0207,71.5k,2%
8900461722,0414,18.2R,2%
8909B03952,FC2QFN,MAX20011AAFOE/VY,
8909012762,6-Pin SOT-23-6 DBV Package,LMR50410-Q1,
1034486163,,ML 190p,
8909012763,WQFN (16),TMUX1308QBQBRQ1,
0272230503,QFP44,CG988,
8909B03953,SOD123,BAS116GW,
8900420273,0414,2.7k,5%
8900461723,0414,18.7R,2%
8900228243,0207,75k,2%
8909B0495203,TFBGA478,88Q5192_B1_sampl,
8900420274,0414,27k,5%
8900461724,0414,19.1R,2%
8900228244,0207,78.7k,2%
0272230504,QFP44,CG988,
8909012764,GF1 (DO-214BA),EGF1THE3_A,
1270F04024,,STECKERLEISTE,
8905422804,SOT23,BZX84-B10/DG/B2,
8905422805,SOT23,BZX84-B12/DG/B2,
0272230505,QFP64,CY332B,
8900461725,0414,19.6R,2%
8909012765,7.0mm x 13.5mm x 17.5mm,0.033uF,10%
8909B03955,BGA292,R707000240EBG,
8900420275,0414,270k,5%
8900228245,0207,82.5k,2%
8900420276,0414,2.7M,5%
0272230506,PQFP64,CJ830,
8905422806,SOT23,BZX84-B15/DG/B2,
8900228246,0207,86.6k,2%
8909012766,5.0mm x 11.0mm x 17.5mm,0.01uF,10%
8909B03956,EFD20,EA 180 515 11 18,
8900461726,0414,20R,2%
8909012767,6.0mm x 12.0mm x 17.5mm,0.022uF,10%
1034486167,,1034486167,
8900420277,0414,27M,5%
8905422807,SOT23,BZX84B18/DG/B2,
8900228247,0207,90.9k,2%
8900461727,0414,20.5R,2%
8909B02540,BGA24 6*8mm,S70FS01GSDSBHM21,
8900214380,0204,9.31k,2%
8900461728,0414,21R,2%
1274477998,,,
8900444120,0933,1.2R,5%
8928310350,SMD,,
8900228248,0207,95.3k,2%
8902928420,,15uF,20%
8909B03958,3921,200uOhm,1%
1267369570,7*7,15uH,
8909001630,TO-220,STP180N10F3,
8902001830,0805,100pF,5%
8905502660,SOT23-5,LM27CIM5-2HJ,
8905422808,SOT23,BZX84B22/DG/B2,
8909012768,ACM4520V,14.3uH,
1270E13430,,,
8900467070,0309,52.3R,2%
8909008390,TSON8,TLE9250VLE,
8900653120,0922,1.2R,5%
8905205150,TO64,T10N600COB-M,
1270E10210,,18 pin,
8905421370,DO13,ZM33,
8909B0610001,WQFN- 28,TAC5411-Q1,
1270E4341301,23 x 10 x 0.78mm,undefined,
8909B0695301,LFBGA223,SAF3602EL/V3040B,
890900985601,0201,6.81k,1%
8909B0602901,TFBGA,W25Q32JVTBAQ,
8909B0758801,SMD,CU6234K350G3,
8902903441,,4.7nF,20%
1270E13431,,,
8900444121,0933,12R,5%
8900653121,0922,12R,5%
8902001831,0805,120pF,5%
8909B0446901,2016,27.12MHz,
8900461729,0414,21.5R,2%
8902979349,,100nF,20%
8905502661,SOT23,BCR503,
8909B0547801,0805,4.7uF,10%
8909B0779701,WQFN-16,TPS61388-Q1,
8905205151,TO48,T10N600COB-M,
8909B03959,LQFP-44,D1923BA (Greatek,
8909001631,,T7491/B1/01,
8909012769,LQFP32,L99H02xxxx,
